area;UNIDADE;SOLO_EMBRA;MAT_ORIGEM;LEGENDA;Declividade (calculada em aula)
1330,664848;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
9219,460077;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
323,910985;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Agua;5
2297,211806;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1527,379549;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
426,8452415;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Agua;5
1175,007128;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1151,581763;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
538,8596882;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6066,1402;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1118,481275;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
447,1421371;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
325,2081551;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
606,3125293;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2902,379773;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
981,5586007;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
10530,57885;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
1042,314265;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
4161,388293;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1164,913539;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
10758,14643;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1247,253001;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
13738,26121;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
22625,49861;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3852,377749;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
612,7856312;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
11374,98354;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
11374,98354;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
4908,912934;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1359,40693;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1359,40693;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
706,631954;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6379,871275;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
633,6055429;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
633,6055429;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
11163,32868;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7789,429784;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2677,607927;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
2677,607927;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
8576,206602;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
606,6405041;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
606,6405041;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
852,4159566;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
852,4159566;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1720,159266;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1720,159266;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1626,205281;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1626,205281;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
11711,44232;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;4
11711,44232;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;4
1691,494427;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2983,93987;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
2983,93987;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
15329,45395;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
9859,263201;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
764,1212345;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
764,1212345;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
2785,126947;Facies Várzea do Cedro;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
2785,126947;Facies Várzea do Cedro;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
4129,533223;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
95320,92143;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
4467,795478;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
12354,93778;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7622,885481;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
2414,762577;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Agua;5
1626,393903;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
15992,69456;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Agua;5
4798,713635;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
56473,16174;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
1674,607691;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Agua;5
547,4335391;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
4670,232942;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
4670,232942;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1251,757711;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1251,757711;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1014,492009;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1677,107354;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;5
529,1022782;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
488,094595;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
18574,20232;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
18574,20232;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
8948,666217;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1216,35976;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
10584,37211;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
14683,67359;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;4
14683,67359;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;4
493,865666;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
493,865666;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
7550,505966;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
7550,505966;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
4613,106458;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
4613,106458;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
13300,65691;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
13300,65691;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
24693,38825;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;5
1043,666394;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1043,666394;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
4240,780188;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
4240,780188;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
2214,939976;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2431,863383;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
2431,863383;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
4795,951369;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2609,466644;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1250,676018;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1250,676018;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1123,025504;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1123,025504;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
8919,244563;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Uso agricola misto;5
8919,244563;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Uso agricola misto;5
2118,194274;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
2118,194274;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
412,9050757;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
412,9050757;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1242,882284;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1242,882284;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
875,5093013;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
875,5093013;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
3776,136726;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1370,902593;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1370,902593;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
3071,155498;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
680,8371118;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
680,8371118;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
23817,80439;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Uso agricola misto;5
23817,80439;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Uso agricola misto;5
2337,267545;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Uso agricola misto;5
2337,267545;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Uso agricola misto;5
275,9823363;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;4
275,9823363;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;4
1855,306118;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
1855,306118;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
1698,533047;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
8242,486879;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1142,050149;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3128,842221;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1208,344313;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1208,344313;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1928,80844;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1928,80844;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
716,1076599;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1075,823747;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2616,653478;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;4
2616,653478;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;4
950,1202369;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
950,1202369;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1187,527507;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1187,527507;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
691,3140504;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1871,367809;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
736,8512726;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
4204,097501;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
12294,34737;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1321,685713;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1321,685713;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
591,1656138;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Uso agricola misto;5
591,1656138;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Uso agricola misto;5
2194,835402;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1398,903946;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1398,903946;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
288,3893724;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
288,3893724;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
2681,354078;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6592,22242;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;5
1036,341339;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6513,69684;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6601,033618;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
2954,819409;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
12933,42755;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
12933,42755;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
2570,629559;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
2570,629559;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
59802,4244;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Uso agricola misto;4
59802,4244;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Uso agricola misto;4
4395,643199;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
