area;UNIDADE;SOLO_EMBRA;MAT_ORIGEM;LEGENDA;Declividade (calculada em aula)
15780,78216;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
11385,13579;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
11385,13579;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
2255,618967;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
2255,618967;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
3425,231427;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
3425,231427;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
762,5084685;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
762,5084685;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
7787,945519;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
7787,945519;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
4342,600924;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
856,4032334;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
4381,207517;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
10842,27664;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6869,80554;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
154,9672671;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;2
273,7550068;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
2464,512503;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
2154,174808;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7113,606182;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
11541,88416;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
2485,971277;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3749,850584;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
951,0998311;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
10762,86689;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7211,614955;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
10285,74737;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
11176,39919;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
9658,293923;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
14345,4388;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7216,292881;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
7216,292881;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
2194,249787;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1548,367095;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1095,006059;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
4678,403782;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1412,105483;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1447,663528;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1050,42179;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
12164,03558;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
9951,07802;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
19044,78259;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
19044,78259;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
32758,2467;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
32758,2467;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1592,814651;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1592,814651;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
5522,641985;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
5522,641985;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
19467,36607;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
19467,36607;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
689,0946784;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
689,0946784;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1004,44309;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1004,44309;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
8534,331103;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
8534,331103;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
6197,042871;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
31011,32163;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3535,388241;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
13325,35976;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;3
1721,378568;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1721,378568;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
4095,235398;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
11357,35207;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
8915,291221;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
12259,77068;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;2
1426,796983;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
19785,19297;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1356,032524;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1659,014332;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1639,777392;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3753,092677;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6436,474073;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1896,040916;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
9679,959593;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3539,253475;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
12392,88343;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
7073,55104;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
819,2986907;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3898,201894;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
30530,46144;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
11451,21705;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
5761,698932;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
8670,008353;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
20651,66506;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2518,533701;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
9989,864983;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
16982,12282;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3828,045288;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
3828,045288;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
7781,060721;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
39700,38808;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;4
39700,38808;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;4
2926,76429;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
50264,20428;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
50264,20428;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
12703,93789;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
12703,93789;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
22216,88726;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
21307,1441;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2990,828922;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
22004,02964;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
19419,68507;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
6259,047651;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Uso agricola misto;2
1912,873239;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
16671,72855;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
12789,47357;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
387,1553774;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
24779,67315;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6735,884537;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
5938,321187;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
11150,69686;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
754,3868927;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
19078,50674;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
17105,94234;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2885,938942;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
15858,72422;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3245,372376;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
54053,76205;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
5232,858628;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7107,397641;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
19682,8849;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
5536,074546;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;5
23964,09873;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;5
41798,37604;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;4
36494,88204;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;5
5569,349782;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1853,961786;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
918,6896306;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2471,94697;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1384,507838;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
25278,86251;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7192,030954;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
5872,227152;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
5406,328581;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3079,21718;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
21748,50033;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
1850,821041;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2379,936332;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1079,230657;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1039,178968;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
89883,34279;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Uso agricola misto;5
2806,170114;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3249,39461;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1708,727435;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2011,062472;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
32153,59519;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
41468,39599;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2764,758986;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1107,996667;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
26098,70514;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
72373,97117;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
26424,85668;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1411,719669;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
710,3320564;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
779,7866762;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2377,7389;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
27900,99763;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;4
27900,99763;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;4
2804,355863;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6563,264518;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
709,5445608;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
709,5445608;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
25063,29013;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
717,2520736;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1943,481586;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;5
6034,971221;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;5
2737,708547;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;5
17195,18083;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
1268,188646;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3350,333093;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
9280,569013;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7755,003784;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
1478,546322;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3667,097008;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
548,7427347;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
13837,51826;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
8401,341639;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6480,217821;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
1998,381603;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6656,696551;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
4159,786743;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1966,83576;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1966,83576;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
3592,665321;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
3592,665321;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
600,6574632;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
600,6574632;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
4081,947568;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
4081,947568;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1243,144825;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1243,144825;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
60731,50157;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Uso agricola misto;5
24681,01694;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1732,534825;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 50% de antropico;5
2216,344937;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1647,096614;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1242,533702;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
196,6591312;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
10393,35564;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6524,218621;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
931,5947157;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2587,613714;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
4244,732732;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
30062,5626;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
14093,63769;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
14093,63769;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
2287,346894;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
2287,346894;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1602,718194;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1602,718194;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
28344,07524;Facies Caxias;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
28344,07524;Facies Caxias;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
5158,421554;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
5158,421554;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
1158,641666;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
1158,641666;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
981,5508256;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2221,021791;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2709,831705;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
998,9821982;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
248,3784607;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
371,282685;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
145,8842111;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
320,4737194;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
441,6416546;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
6931,946165;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
3147,090827;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1575,60589;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3655,302245;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Uso agricola misto;5
1490,730336;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Uso agricola misto;5
3630,424375;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Uso agricola misto;5
24379,99252;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Uso agricola misto;5
6473,309782;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2262,88515;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
12041,19437;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
9157,815039;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3985,087174;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
412,7196953;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
24226,64694;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
31953,71133;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
988,0634466;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1097,874471;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3112,785934;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
3897,930107;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
1037,029058;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
27103,32817;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Uso agricola misto;5
1345,612386;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata nativa;4
34014,36265;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
34014,36265;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
3505,229198;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;5
2189,559914;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
2189,559914;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
14812,19197;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;4
145428,8602;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Uso agricola misto;4
3950,190777;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;5
3183,222957;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;5
5483,831701;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;4
4352,281831;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
4352,281831;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
4110,742968;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 50% de antropico;5
4110,742968;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 50% de antropico;5
7620,69647;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 50% de antropico;5
7620,69647;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 50% de antropico;5
433,1729564;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
433,1729564;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
12616,30235;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
12616,30235;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
1104,319993;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
1104,319993;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
3882,322845;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
3882,322845;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
1917,377716;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
1917,377716;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
1072,646477;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
1072,646477;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
586,45414;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
586,45414;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
1465,178956;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata com ate 30% de antropico;5
1465,178956;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata com ate 30% de antropico;5
15254,82777;Facies Caxias;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;5
1454,023797;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;5
4479,069995;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;4
12408,57725;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata com ate 30% de antropico;5
1238,80746;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
672,658835;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
740,8560197;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
452,2115827;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
251,5102742;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
13365,23633;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7281,690898;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
655,0514212;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
14617,18535;Facies Gramado;Argissolo Vermelho alumínico típico;Basalto;Mata nativa;5
14617,18535;Facies Gramado;Latossolo Vermelho aluminoférrico húmico;Basalto;Mata nativa;5
7052,033233;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
22273,12762;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7313,13937;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
1808,026099;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
983,1022688;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
7222,065635;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
2015,837088;Facies Gramado;Neossolo Regolítico húmico típico;Xisto;Mata nativa;5
